in,index,value
2233,2233,4.315280477092836
2234,2234,7.182477151795676
2235,2235,4.564422890469322
2236,2236,4.43274689227014
2237,2237,6.067042548087917
2238,2238,4.8057412102668025
2239,2239,6.624805136137471
2240,2240,4.59839133155074
2241,2241,4.862359109241818
2242,2242,6.2516200831589686
2243,2243,5.7690934720664995
2244,2244,6.204086599187999
2245,2245,4.350166564095333
2246,2246,4.706606988105416
2247,2247,6.39752766782607
2248,2248,4.7575650323692305
2249,2249,6.401294626425448
2250,2250,4.847979698177506
2251,2251,4.645324911425774
2252,2252,6.024414123795867
2253,2253,5.487745802352651
2254,2254,6.475149030541492
2255,2255,4.931382457468241
2256,2256,4.704364061941059
2257,2257,6.492589501557992
2258,2258,4.267804735564656
2259,2259,7.362961688040582
2260,2260,4.983656361765998
2261,2261,4.937555685343093
2262,2262,6.253736387194461
2263,2263,5.067424410364813
2264,2264,5.984048764720934
2265,2265,4.396216941985982
2266,2266,4.847584540788979
2267,2267,5.965115333698252
2268,2268,5.741902346683512
2269,2269,6.205547490101221
2270,2270,4.507874879985099
2271,2271,4.593465769597022
2272,2272,6.807438171487979
2273,2273,4.637002271672914
2274,2274,6.792283858029753
2275,2275,4.928597908517441
2276,2276,4.655180078460401
2277,2277,5.927935543568574
2278,2278,5.347139616329514
2279,2279,6.699727434603432
2280,2280,4.497457564710242
2281,2281,4.8203997305334365
2282,2282,6.370012206220313
2283,2283,4.630763276157396
2284,2284,6.888862455900549
2285,2285,4.414838698997787
2286,2286,4.395184665914798
2287,2287,6.373893931566139
2288,2288,5.670889867997019
2289,2289,6.637812496239041
2290,2290,4.2989454216377805
2291,2291,4.798778897980845
2292,2292,5.964211291113945
2293,2293,5.980089092949486
2294,2294,6.180114148753589
2295,2295,4.834049122391505
2296,2296,4.4715333893315945
2297,2297,6.897024534015835
2298,2298,4.656929807684006
2299,2299,7.038478576829447
2300,2300,4.948800287731452
2301,2301,4.532806053782936
2302,2302,6.218886963217092
2303,2303,5.466899058699084
2304,2304,6.81075044855504
2305,2305,4.731691421786268
2306,2306,4.742769536118989
2307,2307,6.494172806895466
2308,2308,4.425327776115315
2309,2309,7.1510473916277135
2310,2310,4.838045739685893
2311,2311,4.758532924866414
2312,2312,6.412656104737473
2313,2313,5.103960244694609
2314,2314,6.554314951038098
2315,2315,4.479823141861361
2316,2316,4.832176043494882
2317,2317,5.959116803540029
2318,2318,5.315713562077038
2319,2319,6.198388081234901
2320,2320,4.313987687540262
2321,2321,4.824126419019879
2322,2322,6.835461303828498
2323,2323,4.6347307957626
2324,2324,6.548413934295725
2325,2325,4.446685899605281
2326,2326,4.579786460884885
2327,2327,6.17037334993377
2328,2328,5.0398858549920424
2329,2329,6.923599605703204
2330,2330,4.402320647613848
2331,2331,4.529156908977665
2332,2332,6.395787087419392
2333,2333,4.259611388665982
2334,2334,7.084643623793872
2335,2335,4.703308856912772
2336,2336,4.357145196199574
2337,2337,5.744474378136279
2338,2338,5.684683763857464
2339,2339,6.7546578084459
2340,2340,4.1489591001746975
2341,2341,4.604540187958209
2342,2342,6.415635576866225
2343,2343,5.854642849522928
2344,2344,6.346875859849989
2345,2345,4.636787652599344
2346,2346,4.509736243972802
2347,2347,6.564361178935444
2348,2348,4.402597582195533
2349,2349,6.821432699157178
2350,2350,5.173112095817165
2351,2351,4.547230920382474
2352,2352,5.974127776124607
2353,2353,5.106947141738436
2354,2354,6.7357036551068585
2355,2355,4.486941238890891
2356,2356,4.632588981103113
2357,2357,6.599310298108018
2358,2358,4.37824813767384
2359,2359,7.430503955319351
2360,2360,4.717316650535998
2361,2361,4.744578358135405
2362,2362,6.215031783835045
2363,2363,5.102824761981607
2364,2364,6.314865519017806
2365,2365,4.449417716203856
2366,2366,5.047729112522542
2367,2367,5.96193360927977
2368,2368,5.724819827369998
2369,2369,6.460306117406508
2370,2370,4.4062447850075745
2371,2371,4.3686422837996
2372,2372,6.649280019860976
2373,2373,4.4799980694255135
2374,2374,6.77464716620222
2375,2375,4.654150075064055
2376,2376,4.799455417035043
2377,2377,6.150033591493049
2378,2378,5.473646574989588
2379,2379,6.536999344953381
2380,2380,4.9607516513947285
2381,2381,4.817105442218559
2382,2382,6.565536205498555
2383,2383,4.506877577405611
2384,2384,7.019443591258048
2385,2385,4.621126819887575
2386,2386,4.77211102153011
2387,2387,6.316397157068545
2388,2388,5.336383875148219
2389,2389,6.413580267760855
2390,2390,4.468747481994603
2391,2391,4.7095815815546676
2392,2392,6.054523784652484
2393,2393,6.009324601982252
2394,2394,6.238438881238982
2395,2395,4.3209885302183
2396,2396,4.893768556151021
2397,2397,6.693452330061453
2398,2398,4.751962021045535
2399,2399,7.074961570194297
2400,2400,4.906339377480304
2401,2401,4.256234225290598
2402,2402,6.403841640072801
2403,2403,5.519726601156227
2404,2404,6.64539946194338
2405,2405,4.80612438192645
2406,2406,4.77986949505691
2407,2407,6.141161990657189
2408,2408,4.173035354284836
2409,2409,7.126378795213196
2410,2410,4.947183314232965
2411,2411,4.861051176459726
2412,2412,6.084903431511309
2413,2413,5.51067050045828
2414,2414,6.4016036248643555
2415,2415,4.683854948406223
2416,2416,4.808902307933705
2417,2417,5.912204269575712
2418,2418,5.541509529850461
2419,2419,6.164385000627139
2420,2420,4.205469676541618
2421,2421,4.538755888660301
2422,2422,6.849756294977599
2423,2423,4.473496919856182
2424,2424,6.848975355836403
2425,2425,4.861608650891591
2426,2426,4.523641274805724
2427,2427,5.870012300905056
2428,2428,4.808346680475104
2429,2429,6.5184177130265795
2430,2430,4.533031746089786
2431,2431,5.0470450464303
2432,2432,6.906781598651614
2433,2433,4.582042284948018
2434,2434,7.187010995529094
2435,2435,4.862077580158089
2436,2436,4.8811473556702705
2437,2437,5.835533004864814
2438,2438,5.053304800779579
2439,2439,6.39023020319515
2440,2440,4.206393331132503
2441,2441,4.646416415523007
2442,2442,6.253699954129624
2443,2443,5.806501700288898
2444,2444,6.018561483616489
2445,2445,4.6245807323735395
2446,2446,4.384840442085295
2447,2447,6.542190812225069
2448,2448,5.052667024089244
2449,2449,7.063219032123765
2450,2450,4.914569643956609
2451,2451,4.485765212225529
2452,2452,5.86330542855294
2453,2453,4.66548384177929
2454,2454,6.825898613556585
2455,2455,4.350773208241406
2456,2456,4.629731980528262
2457,2457,6.277999191455345
2458,2458,4.638141336044914
2459,2459,7.010846290993231
2460,2460,4.7804914070115725
2461,2461,4.792067874823444
2462,2462,6.105937999920805
2463,2463,4.981147636596944
2464,2464,6.801590180801279
2465,2465,4.1157338816820985
2466,2466,4.588748929955142
2467,2467,6.374716626149756
2468,2468,5.551135225017123
2469,2469,6.44650995922704
2470,2470,4.437683048656408
2471,2471,4.3536565017437345
2472,2472,6.92768631013352
2473,2473,4.698784469177017
2474,2474,6.735645998747309
2475,2475,4.5986501914729985
2476,2476,4.868525695983974
2477,2477,6.34268854753033
2478,2478,4.608777193638088
2479,2479,6.515596851096096
2480,2480,4.664154435638961
2481,2481,4.9551307579930315
2482,2482,6.724135264813575
2483,2483,4.6133734386569865
2484,2484,7.373380995173955
2485,2485,4.867311492634741
2486,2486,4.579852807715096
2487,2487,6.265641567009235
2488,2488,5.322126100486416
2489,2489,6.471749341182198
2490,2490,4.905808808613839
2491,2491,4.672207133370563
2492,2492,6.324453854852277
2493,2493,5.491261171734527
2494,2494,6.133164943033414
2495,2495,4.280912893459543
2496,2496,4.764264585464631
2497,2497,6.476344251239748
2498,2498,4.5263659436844925
2499,2499,6.6595856884341655
2500,2500,4.7369452474603815
2501,2501,4.501918482302076
2502,2502,5.852306351675776
2503,2503,5.173619892955833
2504,2504,6.956928840475717
2505,2505,4.844040927497344
2506,2506,5.120436214036072
2507,2507,6.746691734487284
2508,2508,4.5305224549397645
2509,2509,6.964742130561261
2510,2510,5.098187289419888
2511,2511,5.0211542004069125
2512,2512,6.170393754434534
2513,2513,5.0836679848769455
2514,2514,6.695297465587874
2515,2515,4.547678848519952
2516,2516,4.654572971174925
2517,2517,6.01019717258318
2518,2518,5.463408910469875
2519,2519,5.966341117817398
2520,2520,4.175432800374084
2521,2521,4.4305014202356015
2522,2522,6.57458980186642
2523,2523,4.833852995010474
2524,2524,6.515903593055887
2525,2525,4.674795736908604
2526,2526,4.976359652908052
2527,2527,6.200924789008884
2528,2528,4.6193958037738305
2529,2529,6.557186502142198
2530,2530,4.749063181297197
2531,2531,4.597794895220935
2532,2532,6.21859418669669
2533,2533,4.28793430207814
2534,2534,7.166264150612783
2535,2535,4.505642766144426
2536,2536,4.7294329134843975
2537,2537,6.342761130022472
2538,2538,5.467658766065409
2539,2539,6.4384926082510265
2540,2540,4.73948825385058
2541,2541,4.62194957570054
2542,2542,6.185331686520855
2543,2543,5.769992337058446
2544,2544,6.092099130322696
2545,2545,4.930381004842556
2546,2546,4.7023871267039885
2547,2547,6.63484773590801
2548,2548,4.528907580658806
2549,2549,7.03645725952966
2550,2550,4.875176383022469
2551,2551,4.6860064868745805
2552,2552,5.792023403800604
2553,2553,4.965479765659693
2554,2554,6.56589840629904
2555,2555,4.46910984924723
2556,2556,4.792688234145378
2557,2557,6.073180926905513
2558,2558,4.7087171715031415
2559,2559,7.19901836244331
2560,2560,4.787316895258398
2561,2561,4.610674434473147
2562,2562,5.79501483719306
2563,2563,4.990384515037219
2564,2564,6.178623685757876
2565,2565,4.719305015686678
2566,2566,4.818596401025598
2567,2567,6.060125394688514
2568,2568,5.651181162754239
2569,2569,5.954343944166922
2570,2570,4.348612531348134
2571,2571,4.680826188283584
2572,2572,6.49264028073305
2573,2573,4.6157434960618975
2574,2574,7.083306917912932
2575,2575,4.328554120992598
2576,2576,4.2119350342360455
2577,2577,5.720082743527211
2578,2578,5.366018808339687
2579,2579,6.638571425995698
2580,2580,4.886411167366036
2581,2581,4.829896341350778
2582,2582,6.1914180117069115
2583,2583,4.36618378490925
2584,2584,7.423297830078095
2585,2585,4.818448500299887
2586,2586,4.907730416194042
2587,2587,6.2049188700457965
2588,2588,5.349334525160476
2589,2589,6.636066380714555
2590,2590,4.469314469330896
2591,2591,4.965393097943608
2592,2592,6.36005351389581
2593,2593,5.910129305142831
2594,2594,6.2553416310265995
2595,2595,4.654103436750827
2596,2596,4.772194706914119
2597,2597,6.8076683846309125
2598,2598,4.811604626736026
2599,2599,6.872192148524146
2600,2600,4.632349505489877
2601,2601,4.500758651229871
2602,2602,5.69363098969486
2603,2603,5.201808769620175
2604,2604,6.829691298500471
2605,2605,4.499790787504483
2606,2606,5.13485797060742
2607,2607,6.294112484832542
2608,2608,4.517733077596736
2609,2609,7.400968443420867
2610,2610,4.498130901598946
2611,2611,4.810592427371279
2612,2612,6.096055840576751
2613,2613,5.239490135125639
2614,2614,6.105667584888639
2615,2615,4.3780508402493545
2616,2616,4.642547975389194
2617,2617,6.388349630450726
2618,2618,5.763481990777645
2619,2619,5.69809934605211
2620,2620,4.774756065246168
2621,2621,4.366241019812972
2622,2622,6.572671736285804
2623,2623,4.935448517553328
2624,2624,6.857797898438269
2625,2625,5.121396885484876
2626,2626,5.1323718370278195
2627,2627,6.080772551217468
2628,2628,5.12481076759186
2629,2629,6.524115534433447
2630,2630,4.617044776121911
2631,2631,4.872654269337965
2632,2632,6.713511953761586
2633,2633,4.524464340922451
2634,2634,7.147090884193748
2635,2635,4.555179985029611
2636,2636,4.402095310094711
2637,2637,6.116742902693647
2638,2638,5.279738061704998
2639,2639,6.434521754289461
2640,2640,4.295467053505385
2641,2641,4.605782853793698
2642,2642,6.288649060794903
2643,2643,5.580607349655786
2644,2644,6.305103210149552
2645,2645,4.257267998036941
2646,2646,4.433373327181229
2647,2647,6.767224962171558
2648,2648,4.792224666400125
2649,2649,6.720560272399398
2650,2650,4.773326099471937
2651,2651,4.975293411937388
2652,2652,5.994982362584029
2653,2653,5.1215582507615265
2654,2654,6.47230303024744
2655,2655,4.4709636849355565
2656,2656,4.970816069162709
2657,2657,6.593413236890429
2658,2658,4.206512006773506
2659,2659,6.983557648014267
2660,2660,4.305131293717807
2661,2661,4.692396984860177
2662,2662,6.002050838457274
2663,2663,5.0115514913643
2664,2664,6.6223408880827295
2665,2665,4.555604191701525
2666,2666,4.830986032189145
2667,2667,5.916809410545488
2668,2668,5.325502135069428
2669,2669,6.172494021534668
2670,2670,4.576121027655412
2671,2671,4.500133585447876
2672,2672,6.871941482891403
2673,2673,4.543523413725737
2674,2674,6.873761417995963
2675,2675,4.78895888873781
2676,2676,4.972005018835174
2677,2677,5.982288166739716
2678,2678,4.96291219093888
2679,2679,6.270244646916931
2680,2680,4.367016999941434
2681,2681,5.103643382193029
2682,2682,6.495129760094181
2683,2683,4.143108959539111
2684,2684,7.137563154867945
2685,2685,4.9951713764429435
2686,2686,4.716414586834085
2687,2687,6.50387457382907
2688,2688,5.485139851945432
2689,2689,6.557714957416124
2690,2690,4.801603138781456
2691,2691,4.774967142366174
2692,2692,6.404820139676708
2693,2693,5.886865155985779
2694,2694,6.384330601732171
2695,2695,4.186493978114179
2696,2696,4.877396021596074
2697,2697,6.588768268644223
2698,2698,4.673867839199304
2699,2699,6.762920960748984
2700,2700,4.672967658345517
2701,2701,4.2759946909043265
2702,2702,5.9361964211679155
2703,2703,5.127124912198863
2704,2704,6.475352335192808
2705,2705,4.699941582846767
2706,2706,4.682323544945664
2707,2707,6.543723718012226
2708,2708,4.738144071183397
2709,2709,7.300171821900476
2710,2710,4.37434163652002
2711,2711,4.550681490976872
2712,2712,5.8083495225318265
2713,2713,5.390770851034569
2714,2714,6.759177607422296
2715,2715,4.489761811942751
2716,2716,4.8243533926091695
2717,2717,5.7798340526654055
2718,2718,5.499640846884166
2719,2719,6.2316571645023275
2720,2720,4.187216376947383
2721,2721,4.651734575000942
2722,2722,6.67853346306358
2723,2723,4.585295454202454
2724,2724,6.6372557192762125
2725,2725,4.964627304305791
2726,2726,4.391647930437138
2727,2727,5.736573270748214
2728,2728,5.2989684323059425
2729,2729,6.684288980894111
2730,2730,4.559209624004224
2731,2731,4.916475815907626
2732,2732,6.5250240966684485
2733,2733,4.059274461558953
2734,2734,7.0197492189350434
2735,2735,4.554354090201824
2736,2736,4.985543072650218
2737,2737,6.02984164756393
2738,2738,5.2465238791266255
2739,2739,6.659910683198385
2740,2740,4.566973000802211
2741,2741,5.113110219159747
2742,2742,6.44181136048891
2743,2743,5.33593725104449
2744,2744,6.509685132737411
2745,2745,4.5037020327470305
2746,2746,4.270509553892465
2747,2747,6.5110660947727474
2748,2748,4.990014600295572
2749,2749,6.805945043596706
2750,2750,4.5678394778317735
2751,2751,4.715998322299586
2752,2752,6.047188854522325
2753,2753,4.92860302064965
2754,2754,6.915312975912337
2755,2755,4.809842753249227
2756,2756,4.441275560892153
2757,2757,6.828434774619609
2758,2758,4.685560329580589
2759,2759,6.949222842865497
2760,2760,4.71349165228533
2761,2761,4.702975093727578
2762,2762,6.536561769737327
2763,2763,5.487423013946808
2764,2764,6.207157271324606
2765,2765,5.001238526905308
2766,2766,4.309608937277826
2767,2767,6.109973649882653
2768,2768,5.540802636833467
2769,2769,6.322353472912355
2770,2770,4.551070487504681
2771,2771,4.2651389155607236
2772,2772,6.685459323885407
2773,2773,4.671479683263252
2774,2774,6.984507389252024
2775,2775,4.907639163354438
2776,2776,4.545493252703912
2777,2777,5.942987315302538
2778,2778,5.047811266371264
2779,2779,6.347851294605963
2780,2780,4.645605195862096
2781,2781,4.83320507150201
2782,2782,6.237595430361652
2783,2783,4.568005351361734
2784,2784,7.3221848051953415
2785,2785,4.586802121425796
2786,2786,4.558408439155858
2787,2787,6.295792454289053
2788,2788,5.430828164026778
2789,2789,6.817648205143616
2790,2790,4.6047672778758
2791,2791,5.110301319555461
2792,2792,6.069708308913198
2793,2793,5.747739799418582
2794,2794,6.196012802733456
2795,2795,4.808635652585607
2796,2796,4.610645752480089
2797,2797,6.61200704882142
2798,2798,4.564268198794876
2799,2799,7.064257159216354
2800,2800,4.852269438657085
2801,2801,4.923061258019188
2802,2802,6.069043722603231
2803,2803,5.051622519745258
2804,2804,6.554623181413299
2805,2805,4.60539091054221
2806,2806,4.532032756961592
2807,2807,6.777710983757828
2808,2808,4.355257494377124
2809,2809,7.2270691263635864
2810,2810,4.563768109922227
2811,2811,4.454286635327697
2812,2812,6.251930349634941
2813,2813,5.101162391478429
2814,2814,6.774774635539549
2815,2815,4.652816922487883
2816,2816,5.1072154189457315
2817,2817,6.384799478094512
2818,2818,5.798681986978961
2819,2819,6.125047842781452
2820,2820,4.73806546524226
2821,2821,4.311318200900623
2822,2822,6.341511728312957
2823,2823,4.280920609041274
2824,2824,6.939502151551137
2825,2825,4.994033247107403
2826,2826,4.399398982984507
2827,2827,5.942464563041478
2828,2828,4.819121944047488
2829,2829,6.601441939072608
2830,2830,4.859298841816637
2831,2831,4.770945305355441
2832,2832,6.708440794726064
2833,2833,4.252014540560077
2834,2834,7.01990868107632
2835,2835,4.45363384086535
2836,2836,4.636072698572874
2837,2837,6.11687648866431
2838,2838,5.103254396429
2839,2839,6.527812981304434
2840,2840,4.747596798454742
2841,2841,4.70903498921789
2842,2842,6.272769724488889
2843,2843,5.592641202369027
2844,2844,6.372976996083734
2845,2845,4.500572307224421
2846,2846,4.520142028085724
2847,2847,6.620652924201982
2848,2848,4.47156810580042
2849,2849,7.171675739095113
2850,2850,4.986693813757729
2851,2851,4.527870407075408
2852,2852,5.8198043275665015
2853,2853,4.8607968066636715
2854,2854,6.398733861432321
2855,2855,4.663531606428183
2856,2856,5.156919378258597
2857,2857,6.496722201287677
2858,2858,4.776256329568841
2859,2859,7.070926122140218
2860,2860,4.78367363468271
2861,2861,4.408165554427127
2862,2862,6.036760707589297
2863,2863,5.3685888619145725
2864,2864,6.615239344505207
2865,2865,4.57370716785337
2866,2866,4.677856685242903
2867,2867,6.024802460787564
2868,2868,5.711557221380019
2869,2869,6.166294085358471
2870,2870,5.048146764939364
2871,2871,4.420033411171141
2872,2872,6.677568635623974
2873,2873,4.663263895469347
2874,2874,6.604950118596465
2875,2875,4.767744373946165
2876,2876,4.420800673209026
2877,2877,6.413007855231742
2878,2878,5.5943128450049535
2879,2879,6.594811964271006
2880,2880,4.798022899942582
2881,2881,4.7953120178147355
2882,2882,6.795113916649893
2883,2883,4.51552854376674
2884,2884,6.962220327954766
2885,2885,4.765378071133864
2886,2886,4.694274471353623
2887,2887,6.158156230266181
2888,2888,5.053153798882153
2889,2889,6.553016607675655
2890,2890,4.363149511425176
2891,2891,4.599519892973654
2892,2892,6.015232161408808
2893,2893,5.696933464034299
2894,2894,6.443507426518769
2895,2895,4.488514010160408
2896,2896,4.573712516742713
2897,2897,6.76530582043633
2898,2898,4.51700334539689
2899,2899,6.65027812794707
2900,2900,4.662611381403002
2901,2901,4.5877317335105445
2902,2902,6.163979073036572
2903,2903,5.223981341158535
2904,2904,6.211019857269763
2905,2905,4.873053237926349
2906,2906,4.6751175418457915
2907,2907,6.220112965922994
2908,2908,4.3714421700730135
2909,2909,7.180362165421856
2910,2910,4.2993313605914265
2911,2911,4.747625552236157
2912,2912,6.179820486771637
2913,2913,5.308579592039784
2914,2914,6.501195306464579
2915,2915,4.105987157536141
2916,2916,4.665792720384693
2917,2917,5.982686122904221
2918,2918,5.513620372793375
2919,2919,6.173685248816113
2920,2920,4.956675880206987
2921,2921,4.495714359476798
2922,2922,6.841453235076704
2923,2923,4.657398760420177
2924,2924,6.8498762046351445
2925,2925,5.098491726466671
2926,2926,4.94159882800888
2927,2927,6.071853671527252
2928,2928,5.202026643279739
2929,2929,6.769391150650171
2930,2930,4.8875320342282365
2931,2931,4.524711229488451
2932,2932,6.542302830203557
2933,2933,4.407316207813641
2934,2934,7.14245245963968
2935,2935,4.497722918942011
2936,2936,4.763907480488277
2937,2937,6.12054576485832
2938,2938,5.564603647589083
2939,2939,6.686108777531668
2940,2940,4.852787183438203
2941,2941,4.985902369023766
2942,2942,6.224803393487017
2943,2943,5.351692201470218
2944,2944,6.135314130403872
2945,2945,4.4588617377576245
2946,2946,4.371109868050233
2947,2947,6.525667115138382
2948,2948,4.9828691842200215
2949,2949,6.9580377663234705
2950,2950,4.67693335453688
2951,2951,4.717028464890276
2952,2952,6.237570666644855
2953,2953,5.1491105009452065
2954,2954,6.71924385804186
2955,2955,4.585233262325458
2956,2956,4.735925321987422
2957,2957,6.541270014053966
2958,2958,4.321167116801018
2959,2959,6.99042020288989
2960,2960,4.775421778874939
2961,2961,4.324813151321623
2962,2962,6.059082567032444
2963,2963,5.260825293784006
2964,2964,6.795809498894489
2965,2965,4.8280460182553195
2966,2966,4.7871236000399175
2967,2967,6.345538353258306
2968,2968,5.240094461383549
2969,2969,5.834828375135832
2970,2970,4.55366578833994
2971,2971,4.973956762751291
2972,2972,6.527805067258694
2973,2973,4.836220078375225
2974,2974,6.483995896586215
2975,2975,4.593603519082864
2976,2976,4.721217878977903
2977,2977,5.826900751201966
2978,2978,5.414552938298536
2979,2979,6.713095770642937
2980,2980,4.869562654306549
2981,2981,4.887081142298823
2982,2982,6.56080334550022
2983,2983,4.240172905720193
2984,2984,7.27519207647128
2985,2985,4.480425869121938
2986,2986,4.874414193789988
2987,2987,6.610844588707868
2988,2988,5.711220064604108
2989,2989,6.481923585919784
2990,2990,4.543186883511667
2991,2991,4.546664998403986
2992,2992,6.383513678982806
2993,2993,5.838254990359252
2994,2994,6.271567346350957
2995,2995,4.19187894082136
2996,2996,4.657613086231656
2997,2997,6.570818260117651
2998,2998,4.588886309260425
2999,2999,6.683172974194804
3000,3000,4.763866309164115
3001,3001,4.812524293212167
3002,3002,5.969869831881047
3003,3003,5.360271010445879
3004,3004,7.015053607943116
3005,3005,4.68280927963985
3006,3006,4.5566173941177475
3007,3007,6.006956733517311
3008,3008,4.7017635787428675
3009,3009,7.151168828222508
3010,3010,4.8486263217297925
3011,3011,5.072016039501686
3012,3012,6.500135441209812
3013,3013,5.558148912057012
3014,3014,6.514909853661253
3015,3015,4.714684024204608
3016,3016,4.7204284615372805
3017,3017,5.737735748374812
3018,3018,5.657365981542831
3019,3019,6.3548313479369485
3020,3020,4.927151355324273
3021,3021,4.675028876964041
3022,3022,6.720370891698487
3023,3023,4.813598024640255
3024,3024,6.8730617374873875
3025,3025,5.059262366162942
3026,3026,4.911525697955532
3027,3027,5.881652275607001
3028,3028,5.018181970363273
3029,3029,6.2776603725831785
3030,3030,5.121763571539295
3031,3031,4.83216916374317
3032,3032,6.390556887820501
3033,3033,4.432983449843121
3034,3034,7.348462298724651
3035,3035,4.3643554241383224
3036,3036,4.939989371468702
3037,3037,5.857957886609035
3038,3038,5.057521866272777
3039,3039,6.804177984663038
3040,3040,4.632231731944423
3041,3041,4.776580033657134
3042,3042,6.062830999976736
3043,3043,5.407801325201987
3044,3044,6.460599978706407
3045,3045,4.627297943474863
3046,3046,4.791713198516389
3047,3047,6.461940984157338
3048,3048,4.7274446848580105
3049,3049,6.8613389707036685
3050,3050,4.668819569638062
3051,3051,4.492589393556527
3052,3052,6.113405816971843
3053,3053,5.220817080694511
3054,3054,6.472800125438132
3055,3055,4.826620052132629
3056,3056,4.817757594554566
3057,3057,6.672563658961201
3058,3058,4.423173508390516
3059,3059,7.3941781946094824
3060,3060,4.420708934156422
3061,3061,4.544002219551188
3062,3062,6.221003404989956
3063,3063,5.183342390831012
3064,3064,6.304765089009537
3065,3065,4.39532606275553
3066,3066,4.468580534963509
3067,3067,6.153465228391933
3068,3068,5.477776043952522
3069,3069,6.283778133803372
3070,3070,4.275822607327951
3071,3071,4.501309702551499
3072,3072,6.498309574928652
3073,3073,4.800224362176344
3074,3074,6.5344920609316794
3075,3075,4.821371578479409
3076,3076,4.6333770524704345
3077,3077,6.086689811408908
3078,3078,4.706012821992128
3079,3079,6.339764442371006
3080,3080,4.942287707576133
3081,3081,4.6496861291275975
3082,3082,6.333900259207571
3083,3083,4.220771192326312
3084,3084,7.220256529120983
3085,3085,4.586307927029551
3086,3086,4.649743916980864
3087,3087,5.8477864819147936
3088,3088,4.996688203178437
3089,3089,6.371003476515419
3090,3090,4.4205753832858665
3091,3091,4.603331153996051
3092,3092,6.154797608428616
3093,3093,5.707622706578541
3094,3094,6.441900631346799
3095,3095,4.750305490091683
3096,3096,4.413741266017212
3097,3097,6.529450753481274
3098,3098,4.641390379932794
3099,3099,6.929959357425583
3100,3100,4.698105020164764
3101,3101,4.430531083060002
3102,3102,6.004025813488411
3103,3103,5.048918754427566
3104,3104,6.53961633153176
3105,3105,4.736735411620526
3106,3106,4.761358986979921
3107,3107,6.371741209277231
3108,3108,4.439179717163179
3109,3109,7.060035065990039
3110,3110,4.988988336461103
3111,3111,4.4820703584554495
3112,3112,6.261097117531164
3113,3113,5.331557670116239
3114,3114,6.462605632660925
3115,3115,4.401661600386671
3116,3116,4.8141539106479145
3117,3117,5.942368546068539
3118,3118,5.51684923020166
3119,3119,6.289476435903929
3120,3120,4.812251009501745
3121,3121,4.483098518444551
3122,3122,6.783461618485289
3123,3123,4.474504276911507
3124,3124,7.011037493356374
3125,3125,4.604094141057789
3126,3126,4.561089301394744
3127,3127,6.134829833222648
3128,3128,4.785956041546429
3129,3129,6.7594302248062075
3130,3130,4.610703054431539
3131,3131,4.8681459037664085
3132,3132,6.2105177827484255
3133,3133,4.193562005493781
3134,3134,7.201010349632538
3135,3135,4.713988281200279
3136,3136,4.661367109860414
3137,3137,6.021505246078945
3138,3138,5.345159365447545
3139,3139,6.87176198369087
3140,3140,4.443939735918105
3141,3141,4.7472768484255194
3142,3142,6.343239550712903
3143,3143,5.43662895461158
3144,3144,5.943571363556012
3145,3145,4.724899210851587
3146,3146,4.332680580408601
3147,3147,6.561508906039679
3148,3148,4.429844557391739
3149,3149,6.919889295407318
3150,3150,4.588945355671051
3151,3151,4.887376217478134
3152,3152,6.091734622109521
3153,3153,4.903690149208505
3154,3154,6.2678912983828035
3155,3155,4.754176740206439
3156,3156,4.68581128710953
3157,3157,6.335877575413034
3158,3158,4.698421315117345
3159,3159,7.13720023762756
3160,3160,4.64134905811671
3161,3161,4.437973616157446
3162,3162,6.5856768723795645
3163,3163,5.428707622538424
3164,3164,6.205877714334921
3165,3165,4.450524335743692
3166,3166,4.701281527260092
3167,3167,5.9190351453876175
3168,3168,5.654708925836843
3169,3169,5.8514478629426305
3170,3170,4.44438663623329
3171,3171,4.582836197600862
3172,3172,6.5293151503481965
3173,3173,4.588899528256238
3174,3174,6.534048390236715
3175,3175,4.899208228921474
3176,3176,4.91735333468052
3177,3177,6.27759146816384
3178,3178,5.171279174664535
3179,3179,6.573287449681504
3180,3180,4.970046621061341
3181,3181,4.725878873024401
3182,3182,6.700326715736599
3183,3183,4.768086625102193
3184,3184,7.086075942618551
3185,3185,4.715351138683836
3186,3186,4.367119589833988
3187,3187,5.913672718712075
3188,3188,5.052893980138941
3189,3189,6.182303243997611
3190,3190,4.828788245659186
3191,3191,5.059430344589076
3192,3192,6.289735629338147
3193,3193,5.72106219048872
3194,3194,6.613422965303292
3195,3195,4.689166665780179
3196,3196,4.494378115310774
3197,3197,6.604971607848524
3198,3198,4.6178496619953995
3199,3199,6.959332888582141
3200,3200,4.693479803320658
3201,3201,4.43814574207979
3202,3202,6.084843280404909
3203,3203,4.852905437205926
3204,3204,6.819702278579695
3205,3205,4.526178262647619
3206,3206,4.521582491042426
3207,3207,6.493446761378172
3208,3208,4.415943840529745
3209,3209,7.20271901718702
3210,3210,4.839893148008684
3211,3211,4.150213913001707
3212,3212,6.259599173715928
3213,3213,5.122853931719826
3214,3214,6.2673765466131925
3215,3215,4.6308896841607545
3216,3216,4.581508709844449
3217,3217,6.306759698783256
3218,3218,5.390399122903039
3219,3219,5.964342257327025
3220,3220,4.692619214174251
3221,3221,4.15040887954683
3222,3222,6.649858191629843
3223,3223,4.435399534680879
