index,value
95,-0.032392778973001635
96,-0.007587459567517274
97,0.2608349492415205
98,0.0014542132353954074
99,0.28015581022869807
100,0.041399251599859355
101,0.0019609553430429694
102,0.1595179513251478
103,0.0981053110762703
104,0.24869677650284971
105,0.019452989897440598
106,0.05454242896228234
107,0.2252977199032924
108,-0.0365571406030305
109,0.35209966939601733
110,0.019833044557083013
111,-0.0457709378316874
112,0.1768913249658508
113,0.10012046424142762
114,0.20463247230622217
115,0.016716643492983185
116,0.00024633139090435296
117,0.24435270777204243
118,0.13147660329246047
119,0.19512527465234775
120,0.025825145353175594
121,-0.004337902207678379
122,0.308882114120957
123,0.04552905204421276
124,0.30124455990418475
125,0.020957276223495525
126,-0.018446240347415932
127,0.2051097798670214
128,0.09674697800762233
129,0.26173030884436876
130,0.027842818408343573
131,0.0058168565485868795
132,0.20420256173380702
133,-0.05496031895175468
134,0.3331625693360808
135,-0.0008965330765949853
136,0.04469075225219121
137,0.23069828935817116
138,0.08310571203605077
139,0.2134544570614414
140,0.03676346785025386
141,-0.034222791891239446
142,0.19833989263229257
143,0.17695587584302797
144,0.17350652633401553
145,-0.03845273818716499
146,-0.04675879322515519
147,0.2710649631767128
148,0.034689050530752774
149,0.24385947288786325
150,0.04682861424596052
151,-0.002536327453228071
152,0.1886562227623496
153,0.10406700795086987
154,0.28575163687989036
155,0.05831553095624986
156,0.031986020646058266
157,0.24894315251500831
158,-0.026526545682606373
159,0.3254960406999414
160,0.03794942421973746
161,-0.000762936477632481
162,0.2644039801337664
163,0.12208417070012256
164,0.26243027925548335
165,0.016009527424745595
166,0.08853589686273544
167,0.23977184468856672
168,0.1487059743706698
169,0.17730855679756818
170,-0.036083093646151254
171,-0.020624499832098908
172,0.24828786546157355
173,-0.011755434171477508
174,0.26748792287141376
175,0.009981589056361262
176,0.01725217548822522
177,0.20438279938676274
178,0.07455324471331526
179,0.28083487665547824
180,0.02667905490173883
181,-0.0023699056393687856
182,0.25856529786348814
183,0.010016187879203775
184,0.3663914882083906
185,-0.014347961032653234
186,0.039373417523643095
187,0.20769209037017478
188,0.061357246349361017
189,0.25655225052499464
190,-0.01244358718318217
191,-0.0003711486212832904
192,0.1802091036232102
193,0.14475599392110683
194,0.22172157836122974
195,0.008215171606492544
196,0.03152414318988428
197,0.2628328065991461
198,0.06147907988367096
199,0.31295846182980547
200,0.032131144825194635
201,0.011199817724165673
202,0.16973990865741018
203,0.07814241947530642
204,0.29572578459003507
205,0.04615000086331744
206,0.044109072260804405
207,0.24032429211265416
208,0.014815396479870513
209,0.37383662225152425
210,0.042823941103119045
211,-0.01056984383605497
212,0.26189126734134527
213,0.09222878997124806
214,0.2783215229700443
215,-0.044083410603605655
216,0.012387299656163253
217,0.22894134794107235
218,0.1327128808786433
219,0.21202463747584044
220,0.003487859261961601
221,0.06332620605232542
222,0.3166875847377255
223,0.014668510148755365
224,0.2685253377891271
225,0.054248277664707745
226,0.02133662691572691
227,0.21340981391586045
228,0.055372934808538
229,0.2845106713825045
230,0.06266277879362425
231,-0.01282472531891421
232,0.2759324910137485
233,0.0021994972294657744
234,0.35651289850292944
235,0.011915211386281932
236,0.002498280918630913
237,0.24236797585187542
238,0.0607081494762427
239,0.23416167789051656
240,0.0357461764831426
241,0.014043275970084146
242,0.1550371919110275
243,0.14411636070436395
244,0.20881869844729462
245,0.0038329232023719406
246,-0.01877158882108687
247,0.27977171458137684
248,0.02940722291335307
249,0.299983747824622
250,0.012215060284156753
251,0.02250585533754046
252,0.22095667988250878
253,0.04314069123478437
254,0.25420046002849805
255,-0.012312199423592851
256,0.023983022632549145
257,0.2627051602214766
258,0.027477138616838204
259,0.32009116853666797
260,0.026846243372832368
261,0.05292918166972904
262,0.2064153802844333
263,0.10856617973782556
264,0.26605680210866234
265,0.0008812791223286043
266,0.02415753857004521
267,0.18888691631255683
268,0.137491595195803
269,0.2355441357234298
270,-0.039885029898958146
271,-0.008479797025736313
272,0.2972590672160361
273,0.023069850563428584
274,0.27098390321546384
275,0.05313773462746296
276,-0.020046413705623878
277,0.22247325310941912
278,0.11983228787550493
279,0.26880701089918213
280,-0.02719072781219045
281,0.02733871141406874
282,0.23475379553296927
283,0.012828481845444606
284,0.3379377401780622
285,0.05118423645467174
286,0.02898239820304438
287,0.22151927214682066
288,0.09385621955137569
289,0.24540215810693322
290,0.030711627342833614
291,0.008501792250477758
292,0.19848974293574573
293,0.16814721646656883
294,0.17780315027175353
295,0.0055118245823023715
296,0.016533920176357242
297,0.26391185529196837
298,0.046268499364584104
299,0.2899749175779335
300,0.020773008285681738
301,0.018330075786223143
302,0.16241452357559205
303,0.12556056216776923
304,0.32877169634491954
305,0.012381161547409092
306,0.06577935371503418
307,0.24750757844309146
308,-0.01846719801401242
309,0.3138134725166545
310,0.0362764291569001
311,0.01828705426173205
312,0.20774087257153817
313,0.09231363081887278
314,0.220166448521128
315,0.03616183459440303
316,0.042850168855517734
317,0.26277600666546486
318,0.09901923351297626
319,0.2305238322226385
320,-0.02228831121230257
321,-0.011026680560214164
322,0.2526888998031589
323,0.017352509102059432
324,0.27799230283666465
325,0.05564953356735014
326,0.008973803518043888
327,0.18504464603972637
328,0.05757026821185862
329,0.2533683017734373
330,0.022079664511740815
331,-0.0017289229316331811
332,0.22194270193499177
333,0.0010436290614732613
334,0.3813441928671749
335,0.03923778864290606
336,0.005809206981284842
337,0.21042591783104836
338,0.0709549475465524
339,0.2904634665001131
340,-0.03139705721788422
341,-0.000731322469830098
342,0.1850456685190165
343,0.12357434547144952
344,0.21210137774554205
345,-0.020935858952827124
346,-0.005647177977374351
347,0.2907916988630129
348,-0.001399535993200085
349,0.25461875527273004
350,0.01803636588656199
351,0.021027551028010794
352,0.23453054227981673
353,0.0937912123882686
354,0.21410174743999433
355,0.03842297957536123
356,0.03407671944706625
357,0.22602883005286611
358,-0.05205507779890828
359,0.3338991699455499
360,0.018790106932030648
361,0.0427883108231365
362,0.2536349553362176
363,0.14381629579437383
364,0.25073188174222183
365,0.02677556828009653
366,0.05859223369502364
367,0.20806530210900642
368,0.17670100026755453
369,0.1972966983487362
370,0.05064372766327163
371,-0.03467163729801748
372,0.272275030569582
373,-0.0008140430265533016
374,0.3040939567060854
375,0.06254050742464834
376,0.01022958741255664
377,0.18723676662514022
378,0.10026299582753528
379,0.2928529655912039
380,0.08204536205404656
381,0.01867505612829945
382,0.2354620027995583
383,-0.06017703214379255
384,0.3073100738635852
385,-0.004277145382483916
386,0.05440132245866447
387,0.2164822479685531
388,0.04432066440072935
389,0.21203225398883474
390,0.013947828354783032
391,0.0878964549958019
392,0.20127182836858082
393,0.128628384640464
394,0.17513975673038673
395,-0.03816317614230935
396,0.03419321933703845
397,0.3131502416967529
398,0.04520780883784703
399,0.3390481039063623
400,0.0030501911701854567
401,0.035178138653712665
402,0.15677579369254835
403,0.08111884103347788
404,0.27983557521114844
405,0.028845961168044165
406,0.06390487199427997
407,0.2881858697520723
408,0.013321256893710776
409,0.3036998712567306
410,0.01363992783993695
411,0.057813036302845955
412,0.21719215166979133
413,0.09666057676563888
414,0.2893196869230804
415,-0.012669619685557465
416,0.0034840176173933646
417,0.21708790617788065
418,0.14308157145806866
419,0.16718940623728795
420,0.026868863126672804
421,-0.001975800477005407
422,0.28737167025642385
423,0.016286633307266096
424,0.29372166106600084
425,0.01803322988465439
426,0.052969789690104574
427,0.23437282008975446
428,0.002300617839777974
429,0.2574794648550499
430,0.026502056093614446
431,-0.0020865119696187318
432,0.2540208286237041
433,0.0037880256779068144
434,0.32710127858381555
435,0.023970534336718807
436,-0.007675969280270589
437,0.22622834275232984
438,0.1041664607411239
439,0.2358406195946301
440,-0.017213110492919514
441,0.047764325676863395
442,0.20961147835008687
443,0.1972115461751136
444,0.16000171317845957
445,0.039486477730328096
446,-0.010685715949821706
447,0.2397552314827529
448,0.023021564617363377
449,0.31917030292556303
450,0.05202330484326345
451,-0.01573343143962036
452,0.18236067936030487
453,0.08883942120738597
454,0.30273086956605877
455,0.004750454224346168
456,0.017615615353836267
457,0.2642696902476144
458,-0.04617996337736885
459,0.34225719625254747
460,0.04282046120485494
461,0.002494942288621682
462,0.24597068558672774
463,0.059477031925714074
464,0.2744628123341476
465,0.0012422381713219632
466,0.01731637677843889
467,0.18329518537172518
468,0.14284192983602506
469,0.23719407578301233
470,-0.017252067580480035
471,0.007025539201656494
472,0.25933359371734277
473,0.029444853401965232
474,0.2915690559583599
475,0.007585461531298243
476,-0.017289558127257743
477,0.18721140547641457
478,0.08198322729142837
479,0.2517504429233347
480,-0.009943102203274545
481,0.02548877594553678
482,0.24151295700637898
483,-0.07527417337128073
484,0.36576091367734087
485,0.0007256876146970459
486,0.03088171127054906
487,0.23798431761979721
488,0.09476258646349622
489,0.26048362296627225
490,-0.020735932902712584
491,0.049113321531168874
492,0.23564636068566158
493,0.16612961758488232
494,0.2270576997814906
495,0.04363818284981935
496,0.027413514230425373
497,0.2776478481021354
498,0.040250975537052036
499,0.31149932244589074
500,0.016047960720170895
501,0.020722883603840225
502,0.14929239763783664
503,0.09984269546195546
504,0.2763297139287102
505,0.0003760933537149125
506,0.08289277951812346
507,0.19905236589952058
508,-0.023538837793880885
509,0.38286309961519527
510,0.017436927881313236
511,0.03547168164040371
512,0.22371735339838905
513,0.10023783799508046
514,0.2467378998871358
515,0.019163956637548774
516,-0.012448162810460794
517,0.21143919698207125
518,0.16556372454565482
519,0.1806573800937048
520,0.003192201857633692
521,-0.018182745470725625
522,0.3436638865566072
523,0.023282678804365742
524,0.2944504089745753
525,-0.012480413565297499
526,0.023138848077053575
527,0.1787735685960763
528,0.12563117952209668
529,0.303879846113979
530,-0.00033637544507603145
531,0.05178143475791086
532,0.2330095600978549
533,0.0032451185488548973
534,0.36232208195560334
535,0.01904661659979412
536,-0.0020573564032526637
537,0.22002771819160538
538,0.07699947648012018
539,0.19755490839990364
540,0.03197308594101356
541,-0.011340731539896787
542,0.20305715823112513
543,0.1459254191097873
544,0.2274839542857312
545,-0.023586106032499
546,-0.007969520059239565
547,0.2869956245836667
548,0.013916382828053964
549,0.2699222512250272
550,0.028739206883064194
551,0.048450230163483377
552,0.20484123193571024
553,0.05670286242968059
554,0.303137573614074
555,-0.01193899018021527
556,0.0482175637443949
557,0.23410020283172683
558,0.027765487549824996
559,0.3623493471004309
560,0.02069806624812609
561,0.0009651075355381344
562,0.22908211818656166
563,0.13004826761520472
564,0.2446912522570832
565,-0.004868455671382388
566,0.04025386313795032
567,0.21092994792229047
568,0.14560647040657315
569,0.23978094110685555
570,0.0007158229459219845
571,-0.013563476124833551
572,0.28603948773674304
573,0.01908699133088565
574,0.2890304062454606
575,0.0036378194849056023
576,0.008406684977499745
577,0.16997031968211174
578,0.06819293043627506
579,0.31784805549792794
580,0.015254705698060755
581,-0.017337550716245098
582,0.2725996264361362
583,0.023760970524091207
584,0.3346779775030059
585,0.0387109615643253
586,0.04249541642932231
587,0.17393747912224744
588,0.1300016911608779
589,0.2828228375623515
590,-0.011052070670662717
591,0.029314818260567144
592,0.15908921929734732
593,0.18284661782938683
594,0.22488332003875344
595,0.009028803904661764
596,0.007425379312372082
597,0.2299087068789113
598,0.02461766256879383
599,0.28591291541467023
600,-0.027572765917651787
601,-0.018599665406091592
602,0.1858163685082832
603,0.06153918938634184
604,0.2620860774342513
605,0.02165543418143112
606,-0.015151051413971994
607,0.21761123549533756
608,0.03827931623604852
609,0.32303787129774086
610,0.00667543572811069
611,0.003323243536852427
612,0.20586964704007304
613,0.07054720741047837
614,0.2737944061489027
615,-0.03536356976029609
616,0.05677361285868998
617,0.19597522469056738
618,0.08330328388777641
619,0.2716629413239986
620,-0.024692680948168344
621,0.008806839044240289
622,0.31884920437781794
623,0.060112079131076745
624,0.27959405938522697
625,0.0028400528579599627
626,0.006061210430579167
627,0.207018752048709
628,0.06854304536915445
629,0.27396808536363026
630,0.017752258230953166
631,0.038744044736588545
632,0.29616592778130457
633,0.02182901043782748
634,0.34478306932975833
635,0.044713556862642556
636,0.039725627543479414
637,0.23520635775802734
638,0.07259932373162914
639,0.23955213653747953
640,-0.023714804773479536
641,0.05296959897936704
642,0.20929886388302832
643,0.1592710036887508
644,0.21092069466175156
645,0.010280388778590943
646,0.011101628578670808
647,0.28917654217334854
648,0.026613631137964444
649,0.28273376168108955
650,0.036815009077087346
651,-0.042135948744571716
652,0.21406155664998616
653,0.01526181886045963
654,0.289502904146671
655,0.030764090992934867
656,0.038391051151374644
657,0.2289902528358
658,-0.021260459379291108
659,0.29484523696931975
660,0.018969515494928868
661,-0.000856591056337952
662,0.21400880231804076
663,0.026755596000612503
664,0.3134640072256486
665,0.010964955597762449
666,0.04093055498468123
667,0.2321490041328227
668,0.15063875300866714
669,0.2037785739157758
670,-0.025748559687324257
671,-0.03467443078857135
672,0.26936292702525044
673,-0.033918526046899045
674,0.2588087752822722
675,0.03502025660445074
676,-0.0007618640584207137
677,0.22134940427498595
678,0.09426068972614832
679,0.2621154488791304
680,0.03330790781452009
681,-0.04170289737435284
682,0.27552245463818625
683,-0.046685860618888464
684,0.3460196297206545
685,0.04939258696158966
686,0.0037671593100545575
687,0.2657545212421901
688,0.07353350912649836
689,0.2522815134445542
690,-0.009463565462889512
691,0.010101254646307845
692,0.2031300265109799
693,0.10033692356157842
694,0.22350491832820885
695,0.03487519872054656
696,0.007899126232042253
697,0.29678449072870183
698,0.0035339438281474234
699,0.3116023306268414
700,-0.024637285004917575
701,-0.00032728446303031955
702,0.17075758226892124
703,0.08407152776885929
704,0.2615956476452743
705,0.011830631299140859
706,0.0031763237873205785
707,0.2992352023771261
708,-0.015057234992500002
709,0.29950897846505475
710,-0.030083200656161102
711,0.06585559355600967
712,0.22242440616925496
713,0.10359431134590691
714,0.2283809573179909
715,-0.009068874979481722
716,-0.000927131670346748
717,0.20530014047932754
718,0.11320672424475553
719,0.22874465880929773
720,0.024119683500627542
721,0.015787742994324838
722,0.29642187693199795
723,-0.033934619323626625
724,0.246477362315338
725,0.0032624336542171894
726,0.030285682105060108
727,0.17624710877726313
728,0.07695378895793548
729,0.2606361993820865
730,-0.03906721444490446
731,0.027477357555933724
732,0.2596679697676393
733,-0.020271541787314384
734,0.3233062422322889
735,-0.031042483131847765
736,0.002165196155761273
737,0.17570321338438366
738,0.05347551482384594
739,0.2774257555364007
740,0.018679263000894286
741,0.015995259362696745
742,0.21313272175998987
743,0.14437189893711277
744,0.21123461765008678
745,-0.02817569564512612
746,-0.04827134097612518
747,0.279781036388955
748,0.051345281754335836
749,0.3357926516559332
750,0.030478588306517618
751,0.02650861082367617
752,0.16793836357479774
753,0.07484479173041603
754,0.2588946620023872
755,0.030084708043439323
756,0.05327262056137505
757,0.2849349219470657
758,-0.010401624363834627
759,0.3277337450103257
760,0.058454479400090964
761,0.03086032163354957
762,0.23268572776524332
763,0.1345662240075055
764,0.29167049427221536
765,0.003715484182070572
766,0.047306989099605956
767,0.21064617304286226
768,0.14311707150570196
769,0.22198660941420378
770,0.001057301246216391
771,0.004075442008838248
772,0.2973497298596337
773,0.033234445336318474
774,0.29988815876857455
775,0.048780387808799675
776,0.026328927775796984
777,0.21173882131059452
778,0.06546954855691023
779,0.2587058318878699
780,-0.011507890113617747
781,0.020138356288261217
782,0.2244300711627285
783,-0.014518522623124808
784,0.323067434158292
785,-0.00551200132576346
786,0.04090524307582877
787,0.2499299435475606
788,0.12364005575939452
789,0.23679978848663363
790,-0.01487872796428824
791,0.03382832815207748
792,0.19791782490293575
793,0.14878165260635512
794,0.21758580671811512
795,-0.017801243418598456
796,0.06101319272321837
797,0.2665695152595313
798,0.026337400444313874
799,0.31839330670918164
800,0.010994846913988332
801,0.01359163490279991
802,0.20920506611308864
803,0.023298853300264488
804,0.244431711714728
805,0.032102539513005124
806,0.05394749265747767
807,0.2550132519182542
808,0.010496999291186415
809,0.35079477638721823
810,0.024328981427247265
811,0.0203210564890125
812,0.2102803929284064
813,0.07397236988945766
814,0.24367160612909566
815,0.039764414438646534
816,0.054341195635282946
817,0.21966708306901672
818,0.1392092323577213
819,0.16716518791683577
820,-0.036774455544066775
821,-0.01521040837330112
822,0.31805330156172473
823,0.004705648519104377
824,0.34510992267914287
825,0.059121429868040254
826,0.027660396072665683
827,0.2174821814281538
828,0.10740874654834864
829,0.28714141963839224
830,-0.02365886936020678
831,0.052534662178072455
832,0.21466168767335936
833,-0.0021442497779791125
834,0.30863800216318793
835,-0.0018033547204771017
836,0.018781612598191777
837,0.2118891229814911
838,0.10997012820371121
839,0.2657294934789127
840,0.019879642240420603
841,-0.02939079376194975
842,0.2018403549451746
843,0.12651907748686808
844,0.22072394714159083
845,-0.013795049513293023
846,-0.00254519547363552
847,0.2877908950560415
848,0.0051681172818330845
849,0.3412968743832093
850,0.0009914165276240228
851,-0.022307635085612953
852,0.19936572777726214
853,0.08217241638785511
854,0.3072463813801345
855,0.045931939818799505
856,-0.016205891300920316
857,0.25470989525019816
858,-0.025147010438961725
859,0.34475492809805974
860,0.04040763274002457
861,0.04319195491983652
862,0.19768617020618173
863,0.109305612918835
864,0.3000319387000583
865,-0.007707464144788401
866,0.0067631989542817905
867,0.25347993001265245
868,0.129225707241031
869,0.20853585204606884
870,0.019209956315374144
871,0.06762745059535913
872,0.30129752657362896
873,0.07539363042503855
874,0.3109905717670869
875,0.01224018682376704
876,0.0029719150081100043
877,0.22575721138402527
878,0.02352594026045063
879,0.2683856426261316
880,0.03344254150129966
881,0.007906679990054788
882,0.226797320335964
883,-0.01168281366609103
884,0.3119156901488048
885,0.014501783994005923
886,-0.019275980472105547
887,0.21497837259384067
888,0.1049199121365082
889,0.2626358213398826
890,-0.0019353980550633754
891,0.02018570442453871
892,0.20508045729088042
893,0.13628460391934338
894,0.2488649046870458
895,0.020723407866758747
896,0.009834498898432464
897,0.28524669706864125
898,0.017009797778474667
899,0.2811678274702676
900,0.017647671543651655
901,-0.009387344794259844
902,0.14865579915420313
903,0.08567326932275054
904,0.284246280100785
905,0.003925877885014084
906,0.042967946842722426
907,0.2089039232195785
908,-0.00460057984962603
909,0.3519999988823882
910,0.0178490570308365
911,0.01692423706998958
912,0.23042897479473623
913,0.0948697430631179
914,0.2622611692521424
915,0.006402402819307373
916,0.06028659767993316
917,0.19804898587208142
918,0.1663827758090175
919,0.23564660360097345
920,-0.0023212219857700056
921,0.02503316296841951
922,0.274258224950102
923,0.041918509019647776
924,0.304616090645743
925,0.04682876826091453
926,0.03030913144168812
927,0.22504256249635313
928,0.07559351016113824
929,0.24804686069473947
930,0.006445108971785296
931,0.03712391121841674
932,0.2923363062318176
933,0.015713628358058673
934,0.29599675232829636
935,-0.0032626394714584395
936,0.04110118558931586
937,0.2071824934629346
938,0.06196025292456009
939,0.24771796954094927
940,-0.02748521128475978
941,-0.007136932399771534
942,0.15084202015589898
943,0.155065733199083
944,0.24715360631893502
945,-0.0026873529394861873
946,0.014598932242440132
947,0.256697810502751
948,0.034268240319016874
949,0.27055644483575236
950,0.05029699493249595
951,-0.01607195995012145
952,0.20318466418213144
953,0.06410317015324807
954,0.27433677826057556
955,0.02900338919328993
956,0.03682737935577696
957,0.26976259910515255
958,0.045243026749148485
959,0.27033448349001565
960,0.017099854003865933
961,0.018641739458302498
962,0.20597852752010382
963,0.06197920804878332
964,0.29141586876512915
965,-0.022068210496652862
966,-0.02970327145306828
967,0.19242598871035355
968,0.16898245319485405
969,0.23105638586169375
970,0.003461771911779321
971,-0.013944063032647835
972,0.27564816475388865
973,-0.006810373643824086
974,0.3159413843314478
975,0.08670653988533905
976,-0.020415155041217492
977,0.18833842707451842
978,0.07092137948554966
979,0.3163230842276594
980,0.04702424846294451
981,0.01801259573784897
982,0.20730965817277391
983,-0.03853968191429624
984,0.303809555436771
985,-0.02304086089522772
986,0.021113549414852884
987,0.2004361844886534
988,0.045959803709457514
989,0.30813758037217376
990,0.051236493152860274
991,0.039317634032061344
992,0.18955754508935052
993,0.12429099886649697
994,0.22216574186755778
995,-0.05025285736321994
996,0.02383040472566167
997,0.28828793383438434
998,0.033138268982970565
999,0.32542016041835453
1000,0.0050523886329177925
1001,0.009721942686646279
1002,0.1711018583197218
1003,0.0747705428114156
1004,0.30569280667571164
1005,0.005860720061100055
1006,0.031175059871960897
1007,0.21414034411255634
1008,-0.023333227197464113
1009,0.27319612779226987
1010,0.002692195767109995
1011,0.05585760472761214
1012,0.2196431128182833
1013,0.1264711499807062
1014,0.22874598822901082
1015,-0.02241267463011809
1016,0.06171451194397237
1017,0.2001065824968027
1018,0.17000380057046516
1019,0.2085301051510453
1020,-0.006616506345773043
1021,0.03209392041531489
1022,0.28618215795789137
1023,0.014560772736798122
1024,0.2728528567334788
1025,0.0516171794120015
1026,0.0038452677827311987
1027,0.21732873284081033
1028,0.07851035459089684
1029,0.3221638864777877
1030,0.02016093375078476
1031,-0.018573351376704128
1032,0.24283352171184824
1033,-0.007834988380426733
1034,0.34033889303044895
1035,-0.021384449670514227
1036,0.03061045258900852
1037,0.2191146764062043
1038,0.09692202361510027
1039,0.269955167326248
1040,0.006463147237342204
1041,0.055760054047190755
1042,0.22852562871884852
1043,0.1115106055158509
1044,0.23223318234833223
1045,0.0072608577972016475
1046,-0.011631951920809902
1047,0.27161295643476047
1048,0.01811099703939889
1049,0.3219052984223826
1050,0.005738919850531321
1051,0.0490237393342744
1052,0.19262022674429302
1053,0.0552159996377769
1054,0.2736726085211322
1055,0.0029304499531502826
1056,0.02219421783630826
1057,0.3180042628894604
1058,0.0007909869459407082
1059,0.3262382229889119
1060,0.005671984606634539
1061,0.023448394754526092
1062,0.1998390046854006
1063,0.0901356684830924
1064,0.27363199051391107
1065,-0.01808742354240378
1066,0.02360632220515313
1067,0.24544449272090196
1068,0.1549353162715078
1069,0.20739786778705704
1070,-0.013994852116480772
1071,-0.03238795479017387
1072,0.2753105508510558
1073,0.006304772402847991
1074,0.24122450371222637
1075,0.056651199480099335
1076,0.04794165168550579
1077,0.14500323584073072
1078,0.014820679206386078
1079,0.25950387272389563
1080,0.02838289205465072
1081,-0.010812989375043047
1082,0.29291768621893977
1083,0.0007377305453970529
1084,0.36021758999126596
1085,0.0007828013050512617
1086,0.052793630991091134
1087,0.20997816345360765
1088,0.08905620196372421
1089,0.2872771541716763
1090,0.010125445815471479
1091,0.03719145843304816
1092,0.19129476022474856
1093,0.1283383690184372
1094,0.17201081090594694
1095,-0.012986550576825184
1096,0.0032025169108982343
1097,0.23753681321300213
1098,0.06280459081274636
1099,0.29951774541609266
1100,0.013748348002829647
1101,-0.0008967728906897898
1102,0.21676802765156777
1103,0.06783115611334012
1104,0.3067379505411524
1105,0.027781731341013027
1106,-0.007674133430451535
1107,0.2547852758844644
1108,0.019879306829102883
1109,0.3059546257176592
1110,0.06639203600887855
1111,-0.018876624676709586
1112,0.22728938976446733
1113,0.06732747387735472
1114,0.2519441902910282
1115,-0.0021331778473929752
1116,0.04238195481951201
1117,0.20273359626735354
1118,0.1689546672765727
1119,0.2082690525319717
1120,-0.035230996709975315
1121,0.008296999781784775
1122,0.26650091688423205
1123,0.02982559879857416
1124,0.3153230430490529
1125,0.0036411489734645697
1126,-0.023810254823268817
1127,0.18187420640855134
1128,0.05613138924173766
1129,0.2976530617188723
1130,0.01629644357258231
1131,0.027372043908445165
1132,0.24352493182116564
1133,-0.009362527368471874
1134,0.3450924139142454
1135,-0.006048295311076646
1136,0.04581390484880943
1137,0.2338984277116397
1138,0.08867074618069537
1139,0.2633653455591173
1140,0.0046480076534110015
1141,0.010160682027391621
1142,0.1914496609896792
1143,0.1727637910182327
1144,0.21768831083247897
1145,-0.0033214982218938705
1146,0.0400430505196796
1147,0.2950376211757877
1148,-0.02002556835906877
1149,0.2586924174721362
1150,0.0648449322189314
1151,0.0017251190433387187
1152,0.15039266204962387
1153,0.07546324457669884
1154,0.25860352552495836
1155,-0.027417525500701312
1156,0.06429155783939844
1157,0.2073767185244595
1158,-0.010583291757333524
1159,0.30194198915435355
1160,0.03261953084281988
1161,-0.011665161158814552
1162,0.2286496439645972
1163,0.059521391127117296
1164,0.2427775579024175
1165,-0.012651376309727014
1166,0.050058056063903233
1167,0.18660625607211367
1168,0.15146467761553017
1169,0.29297307677326134
1170,-0.016418844427095847
1171,-0.006005520922973684
1172,0.23824573770426982
1173,0.048913476840196535
1174,0.33676315604867446
1175,0.05106394135146952
1176,0.02867410081901922
1177,0.18941160400391122
1178,0.05268125508276533
1179,0.2800907024802145
1180,-0.00050024469030574
1181,0.039578168730264984
1182,0.28045288338317187
1183,0.007001182921625881
1184,0.29861310963103016
1185,-0.03455628306313241
1186,-0.01842292706769988
1187,0.21890028559574837
1188,0.03327675281026177
1189,0.2731126964978339
1190,-0.0015420489451588582
1191,0.03737910139695022
1192,0.21359442727553357
1193,0.12115486331567549
1194,0.2117086285558456
1195,-0.029771367443338526
1196,0.011796356650169648
1197,0.24060099329168438
1198,0.024616874800379884
1199,0.3048222488729154
1200,-0.01921511454458169
1201,-0.03643988666203257
1202,0.1831529336068306
1203,0.05332606491767222
1204,0.27750184941516487
1205,-0.013876043019213746
1206,-0.006996407270645988
1207,0.26041332570460385
1208,-0.031221129524027447
1209,0.32388963872367593
1210,-0.022446880383827916
1211,0.006144181088951095
1212,0.2414238873596667
1213,0.10982396540419004
1214,0.2115513325747872
1215,0.045809494847672494
1216,-0.011056997468230634
1217,0.1978003855227095
1218,0.12950342920357993
1219,0.21810803487955888
1220,-0.05053166757941252
1221,0.012064682447353037
1222,0.2600633543603619
1223,0.017736267939201467
1224,0.29483325501797153
1225,0.028319281655455608
1226,-0.0005657259746969512
1227,0.20712052110939905
1228,0.07075523281500029
1229,0.2113383641123503
